review_id,section,claim_id,claim_text,is_quote,has_numbers,is_causal_or_normative,citation_text,citation_type,citation_author,citation_year,is_secondary,primary_mentioned_author,primary_mentioned_year,stated_page,in_reference_list,source_pdf_path,priority
2_4,unknown,bcd12ec5,"In the Caribbean, the EvIDeNCe Network’s approach to co-producing policy briefs with stakeholders and hosting dialogues exemplifies how to align supply with immediate policymaker needs (Yearwood, 2018).",False,True,False,"(Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,False,pilot_inputs/sources_pdf\Yearwood_2018.pdf,High
2_4,unknown,8967b74b,"The DPME, working with national departments, commissions evaluations on priority topics and fosters local capacity through the National School of Government and partnerships like the Africa Evidence Network (Stewart et al., 2018).",False,True,False,"(Stewart et al., 2018)",parenthetical,Stewart et al.,2018,False,,,,False,,High
2_5,unknown,7f624d0a,"Kanyamuna (2021) shows that presidential and cabinet-level endorsement in Zambia catalysed ministries to request performance data, while Chirau, Masilela, and Dlakavu (2020) report that visible champions signal seriousness to rank-and-file officials across Anglophone Africa.",False,True,False,Kanyamuna (2021),narrative,Kanyamuna,2021,False,,,,False,pilot_inputs/sources_pdf\Kanyamuna_2021.pdf,High
2_5,unknown,95e6044d,"Kanyamuna (2021) shows that presidential and cabinet-level endorsement in Zambia catalysed ministries to request performance data, while Chirau, Masilela, and Dlakavu (2020) report that visible champions signal seriousness to rank-and-file officials across Anglophone Africa.",False,True,False,Dlakavu (2020),narrative,Dlakavu,2020,False,,,,False,,High
2_5,unknown,d7f5497b,"(2013) observed rising parliamentary questions on programme impact in Ghana, and stakeholder coalitions have pushed governments toward transparency elsewhere (Hlaise-Msimang, 2023).",False,True,False,"(Hlaise-Msimang, 2023)",parenthetical,Hlaise-Msimang,2023,False,,,,False,,High
2_5,unknown,7bc2b159,"Demand also climbs when M&E outputs are woven into core policy processes; Matsiliza (2019) documents how South Africa’s Government-Wide M&E system linked evaluation cycles to the Medium-Term Expenditure Framework, making evidence a prerequisite for budget approval.",False,True,False,Matsiliza (2019),narrative,Matsiliza,2019,False,,,,False,pilot_inputs/sources_pdf\Matsiliza_2019.pdf,High
2_5,unknown,6ab17a4b,"Finally, awareness of evaluation’s intrinsic benefits – learning, accountability, reputational gain – drives demand, as theorised by Alkin and King (2017) and corroborated by empirical gains in Ghana (Adams et al., 2013).",False,True,False,"(Adams et al., 2013)",parenthetical,Adams et al.,2013,False,,,,False,,High
2_5,unknown,9c68171b,"Finally, awareness of evaluation’s intrinsic benefits – learning, accountability, reputational gain – drives demand, as theorised by Alkin and King (2017) and corroborated by empirical gains in Ghana (Adams et al., 2013).",False,True,False,Alkin and King (2017),narrative,Alkin and King,2017,False,,,,False,,High
2_5,unknown,91cc7e7a,"Ghana’s Master of Arts in Evaluation, supported by donors but now embedded in a local university, has boosted the cadre of national evaluators (Adams et al., 2013), while Uganda’s Evaluation Association provides peer learning and mentorship (Niringiye, 2018).",False,True,False,"(Adams et al., 2013)",parenthetical,Adams et al.,2013,False,,,,False,,High
2_5,unknown,7ac965d1,"Ghana’s Master of Arts in Evaluation, supported by donors but now embedded in a local university, has boosted the cadre of national evaluators (Adams et al., 2013), while Uganda’s Evaluation Association provides peer learning and mentorship (Niringiye, 2018).",False,True,False,"(Niringiye, 2018)",parenthetical,Niringiye,2018,False,,,,False,pilot_inputs/sources_pdf\Niringiye_2018.pdf,High
2_5,unknown,8b11219e,"Development-partner assistance, though sometimes critiqued for overshadowing domestic priorities, can still fill critical funding gaps that national treasuries cannot (CLEAR-AA, 2020).",False,True,False,"(CLEAR-AA, 2020)",parenthetical,CLEAR-AA,2020,False,,,,False,,High
2_5,unknown,83fd5385,"Formal institutional frameworks likewise matter: South Africa’s Department of Planning, Monitoring and Evaluation illustrates how a statutory mandate stabilises evaluation functions across electoral cycles (Matsiliza, 2019).",False,True,False,"(Matsiliza, 2019)",parenthetical,Matsiliza,2019,False,,,,False,pilot_inputs/sources_pdf\Matsiliza_2019.pdf,High
2_5,unknown,f66f0a43,"Local research institutions and professional networks deepen supply by anchoring evidence production in contextual knowledge, as exemplified in Zambia (Mulenga & Porter, 2013) and Botswana (Makadzange, 2022).",False,True,False,"(Mulenga & Porter, 2013)",parenthetical,Mulenga & Porter,2013,False,,,,False,,High
2_5,unknown,2b294ff8,"Local research institutions and professional networks deepen supply by anchoring evidence production in contextual knowledge, as exemplified in Zambia (Mulenga & Porter, 2013) and Botswana (Makadzange, 2022).",False,True,False,"(Makadzange, 2022)",parenthetical,Makadzange,2022,False,,,,False,pilot_inputs/sources_pdf\Makadzange_2022.pdf,High
2_5,unknown,bda33ad5,"Evaluator communication skills and stakeholder involvement can translate technical findings into actionable insights (Alkin and King, 2017).",False,True,False,"(Alkin and King, 2017)",parenthetical,Alkin and King,2017,False,,,,False,,High
2_5,unknown,d163fc6d,Participatory designs further increase utilisation by fostering process use; Donnelly and Searle (2017) find that organisations internalise lessons when staff actively co-interpret data.,False,True,False,Donnelly and Searle (2017),narrative,Donnelly and Searle,2017,False,,,,False,,High
2_5,unknown,ad15cb64,"Finally, alignment with policy priorities is vital: Morton and Seditas (2018) show that evidence products framed around explicit “next steps” resonate more strongly with officials than abstract recommendations.",True,True,False,Morton and Seditas (2018),narrative,Morton and Seditas,2018,False,,,,False,,High
2_5,unknown,4c3da014,"If leaders perceive M&E as punitive “policing,” they may underfund or ignore evaluation units (Chirau et al., 2022).",True,True,False,"(Chirau et al., 2022)",parenthetical,Chirau et al.,2022,False,,,,False,,High
2_5,unknown,6d24fc0b,"Bureaucratic silos and coordination failures cut across these issues, hampering a unified demand signal and allowing ministries to sidestep uncomfortable findings (Liverani et al., 2013).",False,True,False,"(Liverani et al., 2013)",parenthetical,Liverani et al.,2013,False,,,,False,,High
2_5,unknown,eba18741,"Ministries in Ghana and Malawi struggle to recruit and retain evaluators, leading to chronic vacancies (Adams et al., 2013; Kumwenda & Latib, 2013).",False,True,True,"(Adams et al., 2013; Kumwenda & Latib, 2013)",parenthetical,Adams et al.,2013,False,,,,False,,High
2_5,unknown,d33f6008,"Ministries in Ghana and Malawi struggle to recruit and retain evaluators, leading to chronic vacancies (Adams et al., 2013; Kumwenda & Latib, 2013).",False,True,True,"(Adams et al., 2013; Kumwenda & Latib, 2013)",parenthetical,Kumwenda & Latib,2013,False,,,,False,,High
2_5,unknown,57ab8604,"Funding shortfalls exacerbate the deficit: even when budgets for evaluation exist, they may go unspent due to procurement hurdles (Mulenga & Porter, 2013).",False,True,False,"(Mulenga & Porter, 2013)",parenthetical,Mulenga & Porter,2013,False,,,,False,,High
2_5,unknown,37b1e827,"Excessive reliance on external consultants temporarily plugs gaps but discourages the cultivation of domestic expertise (Niringiye, 2018).",False,True,False,"(Niringiye, 2018)",parenthetical,Niringiye,2018,False,,,,False,pilot_inputs/sources_pdf\Niringiye_2018.pdf,High
2_5,unknown,b2f8784c,"Weak knowledge-management systems (including, for instance, absence of national evaluation repositories or data portals) further restrict access to completed studies (Kumwenda & Latib, 2013).",False,True,False,"(Kumwenda & Latib, 2013)",parenthetical,Kumwenda & Latib,2013,False,,,,False,,High
2_5,unknown,500d9111,"Finally, fragmentation of donor-established M&E systems erodes coherence, creating parallel structures that duplicate effort and confuse standards (Masvaure & Fish, 2022).",False,True,False,"(Masvaure & Fish, 2022)",parenthetical,Masvaure & Fish,2022,False,,,,False,,High
2_5,unknown,f95dfc4e,"Technical jargon, paywalled journals, and year-long publication lags alienate busy policymakers, as noted by Alkin and King (2017) and Morton and Seditas (2018).",False,True,False,Alkin and King (2017),narrative,Alkin and King,2017,False,,,,False,,High
2_5,unknown,3e6a447c,"Technical jargon, paywalled journals, and year-long publication lags alienate busy policymakers, as noted by Alkin and King (2017) and Morton and Seditas (2018).",False,True,False,Morton and Seditas (2018),narrative,Morton and Seditas,2018,False,,,,False,,High
2_5,unknown,b0789b61,"Political and ideological contestation can nullify even well-communicated evidence, with South Africa’s early HIV/AIDS policy being a stark example (Liverani et al., 2013).",False,True,False,"(Liverani et al., 2013)",parenthetical,Liverani et al.,2013,False,,,,False,,High
2_5,unknown,b3cc2b8a,"Finally, fragmented governance structures produce feedback loops that break midway; Makadzange (2022) describes how ministries in Botswana compile reports but rarely channel them into planning units, while Minyihun et al.",False,True,False,Makadzange (2022),narrative,Makadzange,2022,False,,,,False,pilot_inputs/sources_pdf\Makadzange_2022.pdf,High
3_1,unknown,95dbd3f7,"One of the most widely cited operational definitions comes from Stewart, Dayal, and Langer (2017), who define EIDM as ""a process whereby multiple sources of information, including the best available research evidence, are consulted before making a decision to plan, implement and (where relevant) revise policies, programs, and other services"" (p. 253).",True,True,False,Langer (2017),narrative,Langer,2017,False,,,253,False,,High
3_1,unknown,292f97be,"(1996) define EIDM as “the conscientious, explicit, and judicious use of current best evidence in making decisions” (as cited in Belita et al., 2020, p. 2).",True,True,False,"(as cited in Belita et al., 2020, p. 2)",secondary_parenthetical,Belita et al.,2020,True,,,2,False,,High
3_1,unknown,a00f8655,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",True,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,False,pilot_inputs/sources_pdf\Parkhurst_2017.pdf,High
3_1,unknown,3cee7666,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",True,True,False,Head (2015),narrative,Head,2015,False,,,,False,pilot_inputs/sources_pdf\Head_2015.pdf,High
3_1,unknown,8888b2f4,"Parkhurst (2017), Head (2015), and Bundi and Pattyn (2022) all argue that the term ""evidence-based"" evokes a degree of scientific certainty and technocratic authority that rarely exists in practice.",True,True,False,Bundi and Pattyn (2022),narrative,Bundi and Pattyn,2022,False,,,,False,,High
3_1,unknown,1b2dfecb,"Tourish (2013) defines EBMgt as ""the systematic use of the best available evidence to improve management practice"" (p. 174), though he and others (e.g., Hulpke & Fronmueller, 2022) question the implied neutrality and objectivity of such evidence.",True,True,False,"(e.g., Hulpke & Fronmueller, 2022)",parenthetical,Hulpke & Fronmueller,2022,False,,,,False,,High
3_1,unknown,0a238005,"Tourish (2013) defines EBMgt as ""the systematic use of the best available evidence to improve management practice"" (p. 174), though he and others (e.g., Hulpke & Fronmueller, 2022) question the implied neutrality and objectivity of such evidence.",True,True,False,Tourish (2013),narrative,Tourish,2013,False,,,174,False,pilot_inputs/sources_pdf\Tourish_2013.pdf,High
3_1,unknown,6c5ce005,"Similarly, Martelli and Hayirli (2018) propose a more expansive view of evidence, emphasizing its contextual relevance and social construction.",False,True,False,Martelli and Hayirli (2018),narrative,Martelli and Hayirli,2018,False,,,,False,,High
3_1,unknown,1285b875,"It divides the process into a “knowledge creation funnel” – where research is synthesized and contextualized – and an “action cycle” that outlines steps for adapting, applying, and sustaining evidence use in practice (Poot et al., 2018).",True,True,False,"(Poot et al., 2018)",parenthetical,Poot et al.,2018,False,,,,False,,High
3_1,unknown,a6c2f448,"Tourish (2013) introduces the concept of Evidence-Oriented Organizing (EOO), which embraces the interpretive, context-dependent, and power-laden nature of decision-making.",False,True,False,Tourish (2013),narrative,Tourish,2013,False,,,,False,pilot_inputs/sources_pdf\Tourish_2013.pdf,High
3_1,unknown,0e33ca0d,"Similarly, Parkhurst (2017) calls for a shift from “evidence-based policy” to the “good governance of evidence,” which incorporates both technical rigor and democratic legitimacy.",True,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,False,pilot_inputs/sources_pdf\Parkhurst_2017.pdf,High
3_1,unknown,caa451f2,"This inclusive orientation is echoed in Parkhurst’s (2017) call for an “appropriateness” framework, where the value of evidence is judged not by methodological hierarchy but by its relevance and utility for specific policy questions.",True,True,False,Parkhurst’s (2017),narrative,Parkhurst’s,2017,False,,,,False,,High
3_1,unknown,86b8b84e,"Martelli and Hayirli (2018) reinforce this view by distinguishing between “rank,” “fit,” and “variety” perspectives, arguing that context-sensitive and socially embedded evidence is often more valuable than methodologically rigorous but poorly contextualized research.",True,True,False,Martelli and Hayirli (2018),narrative,Martelli and Hayirli,2018,False,,,,False,,High
3_1,unknown,14941169,"Time constraints, lack of access to relevant research, limited evaluation capacity, and high staff turnover are frequently cited in the literature (Yarber et al., 2015; Clark et al., 2024).",False,True,False,"(Yarber et al., 2015; Clark et al., 2024)",parenthetical,Yarber et al.,2015,False,,,,False,,High
3_1,unknown,dc022e3c,"Time constraints, lack of access to relevant research, limited evaluation capacity, and high staff turnover are frequently cited in the literature (Yarber et al., 2015; Clark et al., 2024).",False,True,False,"(Yarber et al., 2015; Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,False,,High
3_1,unknown,5937f9e3,"Hodgkinson (2010) warns that evidence-based decision-making can mask deeper organizational politics and power dynamics, where the presentation of evidence serves to legitimize predetermined decisions rather than guide open deliberation.",False,True,False,Hodgkinson (2010),narrative,Hodgkinson,2010,False,,,,False,pilot_inputs/sources_pdf\Hodgkinson_2010.pdf,High
3_1,unknown,b66b7844,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",False,True,False,Head (2015),narrative,Head,2015,False,,,,False,pilot_inputs/sources_pdf\Head_2015.pdf,High
3_1,unknown,034e2ecf,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",False,True,False,Newman (2020),narrative,Newman,2020,False,,,,False,pilot_inputs/sources_pdf\Newman_2020.pdf,High
3_1,unknown,f3a1e9d5,"Parkhurst (2017) underscores this point with the concept of issue bias, wherein the prioritization of certain types of evidence marginalizes alternative viewpoints and sidelines politically inconvenient concerns.",False,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,False,pilot_inputs/sources_pdf\Parkhurst_2017.pdf,High
3_1,unknown,a5d37de9,"For example, the Cochrane Collaboration and the Knowledge-to-Action framework are foundational in shaping how evidence is appraised and used in public health decision-making (Poot et al., 2018).",False,True,False,"(Poot et al., 2018)",parenthetical,Poot et al.,2018,False,,,,False,,High
3_1,unknown,1715ba8b,"Sanderson (2002) critiques the rationalist model of evidence-based policy, which assumes that social interventions can be designed and evaluated in a vacuum.",False,True,False,Sanderson (2002),narrative,Sanderson,2002,False,,,,False,pilot_inputs/sources_pdf\Sanderson_2002.pdf,High
3_1,unknown,88a0130c,"Similarly, Newman (2020) argues that public administration must contend with multiple, often conflicting logics – including electoral incentives, ideological commitments, and bureaucratic constraints – that limit the influence of even the most robust evidence.",False,True,True,Newman (2020),narrative,Newman,2020,False,,,,False,pilot_inputs/sources_pdf\Newman_2020.pdf,High
3_1,unknown,13bbae83,These perspectives are echoed in Parkhurst’s (2017) argument that policymaking is not a technical procedure but a political process shaped by power dynamics and value judgments.,False,True,False,Parkhurst’s (2017),narrative,Parkhurst’s,2017,False,,,,False,,High
3_1,unknown,cad970f9,"Tourish (2013) criticizes EBMgt for importing the epistemological assumptions of medicine into management, ignoring the contextual and contested nature of organizational life.",False,True,False,Tourish (2013),narrative,Tourish,2013,False,,,,False,pilot_inputs/sources_pdf\Tourish_2013.pdf,High
3_1,unknown,c1cf15b3,"Martelli and Hayirli (2018) build on this critique by challenging the dominance of hierarchical evidence models in management, advocating instead for fit and variety perspectives that better capture the diverse and situated knowledge used by practitioners.",False,True,False,Martelli and Hayirli (2018),narrative,Martelli and Hayirli,2018,False,,,,False,,High
3_1,unknown,5cc46fa4,Bundi and Pattyn (2022) show that public attitudes toward EIDM vary significantly across six Western democracies.,False,True,False,Bundi and Pattyn (2022),narrative,Bundi and Pattyn,2022,False,,,,False,,High
3_1,unknown,715c6b2b,"Stewart, Dayal, and Langer (2017) trace the evolution of EIDM discourse over a 15-year period, noting how shifting terminology (e.g., from “research uptake” to “knowledge translation”) reflects broader debates about whose knowledge counts.",True,True,False,Langer (2017),narrative,Langer,2017,False,,,,False,,High
3_1,unknown,8bcba71d,"Parkhurst (2017) argues that evidence use is not just a function of supply or demand but of institutional design – who has the authority to define what constitutes legitimate evidence, which advisory bodies are empowered, and how processes ensure transparency and accountability.",False,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,False,pilot_inputs/sources_pdf\Parkhurst_2017.pdf,High
3_2,unknown,d7e26fd1,Patton (2020) frames this theory around the idea of intentionality.,False,True,False,Patton (2020),narrative,Patton,2020,False,,,,False,pilot_inputs/sources_pdf\Patton_2020.pdf,High
3_2,unknown,f7bb4235,Kathryn Kirkhart’s (2000) Integrated Theory of Evaluation Influence expands the conceptual scope of evaluation use beyond instrumental applications.,False,True,False,Kirkhart’s (2000),narrative,Kirkhart’s,2000,False,,,,False,,High
3_2,unknown,abb2550d,King and Alkin (2018) revisit and synthesize earlier models to articulate the Pattern Theory of Evaluation Use.,False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,False,,High
3_2,unknown,9385f17d,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",False,True,False,Ottoson and Martinez (2010),narrative,Ottoson and Martinez,2010,False,,,,False,,High
3_2,unknown,9df13d10,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,False,,High
3_2,unknown,21044e71,Siar (2023) presents the Pyramid Model and the Results Chain as two approaches to mapping how evidence might influence different stakeholders.,False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_2,unknown,343f59d5,"While some critics argue it may oversimplify how evidence influences policy, Siar (2023) specifically adapts the Results Chain to conceptualize the evidence-to-policy process, proposing possible indicators (such as the number of policymaker inquiries, legislative references, or frequency of research cited in government briefings) to measure whether and how evidence travels through each link in the chain.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_2,unknown,b1faa27e,"The Multiple Streams Framework (MSF), originally developed by John Kingdon (1995), offers a heuristic model for understanding how evidence and ideas influence policy change under conditions of ambiguity.",False,True,False,Kingdon (1995),narrative,Kingdon,1995,False,,,,False,,High
3_2,unknown,298a3839,"Within this context, policy change occurs when three semi-independent “streams” – problems, policies, and politics – are coupled during a fleeting policy window by strategic actors known as policy entrepreneurs (Fowler, 2020).",True,True,False,"(Fowler, 2020)",parenthetical,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_2,unknown,a9fbc7cb,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",False,True,False,"(Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020)",parenthetical,Zohlnhöfe,2018,False,,,,False,,High
3_2,unknown,92e52102,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",False,True,False,"(Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020)",parenthetical,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_2,unknown,866288e2,Fowler (2020) reconceptualizes implementation not merely as a follow-on step but as an interdependent process where ambiguity persists.,False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_2,unknown,4cbf66dc,Fowler (2020) advances the theory by modeling policy adoption and implementation as linked yet distinct subprocesses within a broader policy system.,False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_2,unknown,ad10594d,"Instrumental use refers to the direct application of evaluation findings to alter or inform decisions – such as continuing, modifying, scaling, or discontinuing a program (Johnson, 1998).",False,True,False,"(Johnson, 1998)",parenthetical,Johnson,1998,False,,,,False,pilot_inputs/sources_pdf\Johnson_1998.pdf,High
3_2,unknown,91760778,"This is perhaps the most intuitive and desired form of use, and it underpins linear theories of change like Siar’s (2023) Result Chain approach for evidence to decision-making.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,False,,High
3_2,unknown,512bd0b4,"As Weiss (1979) argued through her ""enlightenment model,"" evaluation can permeate discourse and thinking long before it is used in a specific decision.",True,True,False,Weiss (1979),narrative,Weiss,1979,False,,,,False,,High
3_2,unknown,ec7c11a1,"This form of influence is prominent in theories such as the Integrated Theory of Evaluation Influence (Kirkhart, 2000) and is particularly salient in long-term policy learning processes.",False,True,False,"(Kirkhart, 2000)",parenthetical,Kirkhart,2000,False,,,,False,pilot_inputs/sources_pdf\Kirkhart_2000.pdf,High
3_2,unknown,5e134d71,"Process use refers to learning, attitude shifts, or behavioral changes that occur as a result of participating in the evaluation process itself (Patton, 2020).",False,True,False,"(Patton, 2020)",parenthetical,Patton,2020,False,,,,False,pilot_inputs/sources_pdf\Patton_2020.pdf,High
3_2,unknown,54b4de39,"Symbolic use occurs when evaluations are used to legitimize pre-determined decisions, demonstrate accountability, or fulfill procedural requirements (Mark & Henry, 2004).",False,True,False,"(Mark & Henry, 2004)",parenthetical,Mark & Henry,2004,False,,,,False,,High
3_2,unknown,e11f2b85,"This form of influence is particularly relevant in adversarial or politically charged policy contexts, where actors selectively use evidence to support their positions or to shift policy narratives (Siar, 2023).",False,True,False,"(Siar, 2023)",parenthetical,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_2,unknown,be3afa0c,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",False,True,False,"(Mark & Henry, 2004)",parenthetical,Mark & Henry,2004,False,,,,False,,High
3_2,unknown,b16d5a5a,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,False,,High
3_2,unknown,616b867e,"Similarly, the COM-B framework (Clark et al., 2024) situates evidence use within a behavioral model, emphasizing the need for capability (skills), opportunity (institutional structures), and motivation (internal drivers) for influence to occur.",False,True,False,"(Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,False,,High
3_2,unknown,39573e88,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",False,True,False,Kirkhart (2000),narrative,Kirkhart,2000,False,,,,False,pilot_inputs/sources_pdf\Kirkhart_2000.pdf,High
3_2,unknown,475a4701,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_2,unknown,cd97dd90,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",False,True,False,"(e.g., Brousselle & Buregeya, 2018; Patton, 2020)",parenthetical,Brousselle & Buregeya,2018,False,,,,False,,High
3_2,unknown,c1782904,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",False,True,False,"(e.g., Brousselle & Buregeya, 2018; Patton, 2020)",parenthetical,Patton,2020,False,,,,False,pilot_inputs/sources_pdf\Patton_2020.pdf,High
3_2,unknown,c24821be,"Many theories presume that evaluations are available at the right moment to inform decisions, yet Fowler (2020) and others have shown that evaluation findings often miss policy windows or emerge after key decisions have already been made.",False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_2,unknown,8255f3f2,"This trust is shaped by interpersonal relationships, institutional histories, and sociopolitical dynamics (Raymaekers et al., 2025).",False,True,False,"(Raymaekers et al., 2025)",parenthetical,Raymaekers et al.,2025,False,,,,False,,High
3_2,unknown,427afd8c,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_2,unknown,8779e138,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,False,,High
3_2,unknown,c5b23126,"Institutions with embedded evaluation cultures, formal learning mechanisms, and dedicated knowledge infrastructure are more likely to use evidence (Christie & Lemire, 2019).",False,True,False,"(Christie & Lemire, 2019)",parenthetical,Christie & Lemire,2019,False,,,,False,,High
3_2,unknown,57223dce,"Senior officials who value evaluation and model its use can create an enabling environment for evidence uptake (Clark et al., 2024).",False,True,False,"(Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,False,,High
3_2,unknown,9ee56d1c,"As Fowler (2020) explains, evidence is most likely to be used when problem recognition, political will, and policy solutions align – a confluence described by the Multiple Streams Framework.",False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,False,pilot_inputs/sources_pdf\Fowler_2020.pdf,High
3_3,unknown,1a97e5c0,"Instrumental use, as described by Herbert (2014), involves the direct application of research findings to shape specific policies or programs, such as when evaluation results lead to immediate programmatic adjustments.",False,True,True,Herbert (2014),narrative,Herbert,2014,False,,,,False,pilot_inputs/sources_pdf\Herbert_2014.pdf,High
3_3,unknown,48ee7447,"Siar (2023) builds on this with the Results Chain Approach, proposing indicators like the number of policymaker inquiries or legislative references, which can be tallied over time to map a trajectory from research dissemination to policy adoption.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_3,unknown,04cb7bd7,"Herbert (2014) champions case studies as a primary method, arguing that retrospective analysis of specific evaluations can uncover both instrumental and process use.",False,True,False,Herbert (2014),narrative,Herbert,2014,False,,,,False,pilot_inputs/sources_pdf\Herbert_2014.pdf,High
3_3,unknown,3197964a,"Process tracing, highlighted by Williams & Lewis (2021) and Nduku et al.",False,True,False,Williams & Lewis (2021),narrative,Williams & Lewis,2021,False,,,,False,,High
3_3,unknown,9d89f0b5,"Siar’s (2023) Influencing Approach exemplifies this, using the RAPID Outcome Assessment – combining document reviews, stakeholder workshops, and follow-up interviews – to evaluate five types of change: attitudinal, behavioral, procedural, policy content, and discursive.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,False,,High
3_3,unknown,3f60aa65,"Their precision and scalability make them valuable for comparative analyses, as seen in Siar’s (2023) Results Chain, which tracks inputs to impacts across projects.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,False,,High
3_3,unknown,ca1c62ca,"Siar (2023) further enriches this narrative with three frameworks – Pyramid, Influencing, and Results Chain – applied across various policy domains.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,False,pilot_inputs/sources_pdf\Siar_2023.pdf,High
3_3,unknown,e51eef54,"Herbert (2014) similarly notes methodological fragmentation in evaluation research, with studies employing varied definitions of influence, from citations to attitudinal shifts, complicating synthesis.",False,True,False,Herbert (2014),narrative,Herbert,2014,False,,,,False,pilot_inputs/sources_pdf\Herbert_2014.pdf,High
3_3,unknown,db853657,"Williams & Lewis (2021) reinforce this, noting that impact often results from cumulative knowledge rather than isolated studies, making it difficult to isolate a specific evaluation’s role.",False,True,False,Williams & Lewis (2021),narrative,Williams & Lewis,2021,False,,,,False,,High
