review_id,section,claim_id,claim_text,is_quote,has_numbers,is_causal_or_normative,citation_text,citation_type,citation_author,citation_year,is_secondary,primary_mentioned_author,primary_mentioned_year,stated_page,in_reference_list,source_pdf_path,priority,section_canonical,section_level,research_question,section_title
3_1,unknown,4e80cda6,"Time constraints, lack of access to relevant research, limited evaluation capacity, and high staff turnover are frequently cited in the literature (Yarber et al., 2015; Clark et al., 2024).",False,True,False,"(Yarber et al., 2015; Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,,pilot_inputs/sources_pdf/Clark_2024.pdf,High,Core Dimensions and Characteristics,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Core Dimensions and Characteristics
3_1,unknown,7071f4b4,"Hodgkinson (2010) warns that evidence-based decision-making can mask deeper organizational politics and power dynamics, where the presentation of evidence serves to legitimize predetermined decisions rather than guide open deliberation.",False,True,False,Hodgkinson (2010),narrative,Hodgkinson,2010,False,,,,,pilot_inputs/sources_pdf/Hodgkinson_2010.pdf,High,Core Dimensions and Characteristics,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Core Dimensions and Characteristics
3_1,unknown,96d34b7d,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",False,True,False,Head (2015),narrative,Head,2015,False,,,,,pilot_inputs/sources_pdf/Head_2015.pdf,High,Core Dimensions and Characteristics,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Core Dimensions and Characteristics
3_1,unknown,dda69f1d,"As Head (2015) and Newman (2020) observe, policymaking is rarely a rational process driven solely by evidence; rather, it is shaped by competing values, ideological commitments, and strategic calculations.",False,True,False,Newman (2020),narrative,Newman,2020,False,,,,,pilot_inputs/sources_pdf/Newman_2020.pdf,High,Core Dimensions and Characteristics,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Core Dimensions and Characteristics
3_1,unknown,3284b18b,"Parkhurst (2017) underscores this point with the concept of issue bias, wherein the prioritization of certain types of evidence marginalizes alternative viewpoints and sidelines politically inconvenient concerns.",False,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,High,Core Dimensions and Characteristics,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Core Dimensions and Characteristics
3_1,unknown,6f343eba,"For example, the Cochrane Collaboration and the Knowledge-to-Action framework are foundational in shaping how evidence is appraised and used in public health decision-making (Poot et al., 2018).",False,True,False,"(Poot et al., 2018)",parenthetical,Poot et al.,2018,False,,,,,pilot_inputs/sources_pdf/Poot_2018.pdf,High,Conceptual Frameworks and Models,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Conceptual Frameworks and Models
3_1,unknown,37c406db,"Sanderson (2002) critiques the rationalist model of evidence-based policy, which assumes that social interventions can be designed and evaluated in a vacuum.",False,True,False,Sanderson (2002),narrative,Sanderson,2002,False,,,,,pilot_inputs/sources_pdf/Sanderson_2002.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,87ab16ce,"Similarly, Newman (2020) argues that public administration must contend with multiple, often conflicting logics – including electoral incentives, ideological commitments, and bureaucratic constraints – that limit the influence of even the most robust evidence.",False,True,True,Newman (2020),narrative,Newman,2020,False,,,,,pilot_inputs/sources_pdf/Newman_2020.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,726d08e0,These perspectives are echoed in Parkhurst’s (2017) argument that policymaking is not a technical procedure but a political process shaped by power dynamics and value judgments.,False,True,False,Parkhurst’s (2017),narrative,Parkhurst’s,2017,False,,,,,,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,11ede64c,"Tourish (2013) criticizes EBMgt for importing the epistemological assumptions of medicine into management, ignoring the contextual and contested nature of organizational life.",False,True,False,Tourish (2013),narrative,Tourish,2013,False,,,,,pilot_inputs/sources_pdf/Tourish_2013.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,5c7a7b3c,"Martelli and Hayirli (2018) build on this critique by challenging the dominance of hierarchical evidence models in management, advocating instead for fit and variety perspectives that better capture the diverse and situated knowledge used by practitioners.",False,True,False,Martelli and Hayirli (2018),narrative,Martelli and Hayirli,2018,False,,,,,pilot_inputs/sources_pdf/Martelli_2018.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,6e658aba,Bundi and Pattyn (2022) show that public attitudes toward EIDM vary significantly across six Western democracies.,False,True,False,Bundi and Pattyn (2022),narrative,Bundi and Pattyn,2022,False,,,,,pilot_inputs/sources_pdf/Bundi_2016.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,c90cb778,"Stewart, Dayal, and Langer (2017) trace the evolution of EIDM discourse over a 15-year period, noting how shifting terminology (e.g., from “research uptake” to “knowledge translation”) reflects broader debates about whose knowledge counts.",True,True,False,Langer (2017),narrative,Langer,2017,False,,,,,pilot_inputs/sources_pdf/Langer_2016.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_1,unknown,118708e3,"Parkhurst (2017) argues that evidence use is not just a function of supply or demand but of institutional design – who has the authority to define what constitutes legitimate evidence, which advisory bodies are empowered, and how processes ensure transparency and accountability.",False,True,False,Parkhurst (2017),narrative,Parkhurst,2017,False,,,,,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,High,Contextual and Disciplinary Variations,2,How is evidence-informed decision-making (and closely related terms) defined and conceptualized in the literature?,Contextual and Disciplinary Variations
3_2,unknown,71c7bf64,Patton (2020) frames this theory around the idea of intentionality.,False,True,False,Patton (2020),narrative,Patton,2020,False,,,,,pilot_inputs/sources_pdf/Patton_2020.pdf,High,Utilization-Focused Evaluation (UFE),3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Utilization-Focused Evaluation (UFE)
3_2,unknown,ffb22394,Kathryn Kirkhart’s (2000) Integrated Theory of Evaluation Influence expands the conceptual scope of evaluation use beyond instrumental applications.,False,True,False,Kirkhart’s (2000),narrative,Kirkhart’s,2000,False,,,,,,High,Integrated Theory of Evaluation Influence,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Integrated Theory of Evaluation Influence
3_2,unknown,4c17a1f3,King and Alkin (2018) revisit and synthesize earlier models to articulate the Pattern Theory of Evaluation Use.,False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Pattern Theory of Evaluation Use,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Pattern Theory of Evaluation Use
3_2,unknown,d80bb581,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",False,True,False,Ottoson and Martinez (2010),narrative,Ottoson and Martinez,2010,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Ecological Model of Evaluation Use,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Ecological Model of Evaluation Use
3_2,unknown,05b4f714,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Ecological Model of Evaluation Use,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Ecological Model of Evaluation Use
3_2,unknown,8dcf6110,Siar (2023) presents the Pyramid Model and the Results Chain as two approaches to mapping how evidence might influence different stakeholders.,False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Pyramid and Results Chain Models,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Pyramid and Results Chain Models
3_2,unknown,404d1dff,"While some critics argue it may oversimplify how evidence influences policy, Siar (2023) specifically adapts the Results Chain to conceptualize the evidence-to-policy process, proposing possible indicators (such as the number of policymaker inquiries, legislative references, or frequency of research cited in government briefings) to measure whether and how evidence travels through each link in the chain.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Pyramid and Results Chain Models,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Pyramid and Results Chain Models
3_2,unknown,c955804f,"The Multiple Streams Framework (MSF), originally developed by John Kingdon (1995), offers a heuristic model for understanding how evidence and ideas influence policy change under conditions of ambiguity.",False,True,False,Kingdon (1995),narrative,Kingdon,1995,False,,,,,,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,c6d21899,"Within this context, policy change occurs when three semi-independent “streams” – problems, policies, and politics – are coupled during a fleeting policy window by strategic actors known as policy entrepreneurs (Fowler, 2020).",True,True,False,"(Fowler, 2020)",parenthetical,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,57c09380,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",False,True,False,"(Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020)",parenthetical,Zohlnhöfe,2018,False,,,,,,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,baf89963,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",False,True,False,"(Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020)",parenthetical,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,1c010198,Fowler (2020) reconceptualizes implementation not merely as a follow-on step but as an interdependent process where ambiguity persists.,False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,277c51f3,Fowler (2020) advances the theory by modeling policy adoption and implementation as linked yet distinct subprocesses within a broader policy system.,False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Multiple Streams Framework,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Multiple Streams Framework
3_2,unknown,c860f487,"Instrumental use refers to the direct application of evaluation findings to alter or inform decisions – such as continuing, modifying, scaling, or discontinuing a program (Johnson, 1998).",False,True,False,"(Johnson, 1998)",parenthetical,Johnson,1998,False,,,,,pilot_inputs/sources_pdf/Johnson_1998.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,f714413c,"This is perhaps the most intuitive and desired form of use, and it underpins linear theories of change like Siar’s (2023) Result Chain approach for evidence to decision-making.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,,,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,0064e35d,"As Weiss (1979) argued through her ""enlightenment model,"" evaluation can permeate discourse and thinking long before it is used in a specific decision.",True,True,False,Weiss (1979),narrative,Weiss,1979,False,,,,,,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,91f7b7e6,"This form of influence is prominent in theories such as the Integrated Theory of Evaluation Influence (Kirkhart, 2000) and is particularly salient in long-term policy learning processes.",False,True,False,"(Kirkhart, 2000)",parenthetical,Kirkhart,2000,False,,,,,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,df66ffa3,"Process use refers to learning, attitude shifts, or behavioral changes that occur as a result of participating in the evaluation process itself (Patton, 2020).",False,True,False,"(Patton, 2020)",parenthetical,Patton,2020,False,,,,,pilot_inputs/sources_pdf/Patton_2020.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,63e37178,"Symbolic use occurs when evaluations are used to legitimize pre-determined decisions, demonstrate accountability, or fulfill procedural requirements (Mark & Henry, 2004).",False,True,False,"(Mark & Henry, 2004)",parenthetical,Mark & Henry,2004,False,,,,,pilot_inputs/sources_pdf/Mark_2004.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,f8739240,"This form of influence is particularly relevant in adversarial or politically charged policy contexts, where actors selectively use evidence to support their positions or to shift policy narratives (Siar, 2023).",False,True,False,"(Siar, 2023)",parenthetical,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,eeb50b21,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",False,True,False,"(Mark & Henry, 2004)",parenthetical,Mark & Henry,2004,False,,,,,pilot_inputs/sources_pdf/Mark_2004.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,2fdacf97,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Mechanisms Linking Evidence to Policy and Programmatic Decisions,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Mechanisms Linking Evidence to Policy and Programmatic Decisions
3_2,unknown,f01987b3,"Similarly, the COM-B framework (Clark et al., 2024) situates evidence use within a behavioral model, emphasizing the need for capability (skills), opportunity (institutional structures), and motivation (internal drivers) for influence to occur.",False,True,False,"(Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,,pilot_inputs/sources_pdf/Clark_2024.pdf,High,COM-B and Behavior Change Models,3,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",COM-B and Behavior Change Models
3_2,unknown,0e9fed1b,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",False,True,False,Kirkhart (2000),narrative,Kirkhart,2000,False,,,,,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,7d535d79,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,3e067e36,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",False,True,False,"(e.g., Brousselle & Buregeya, 2018; Patton, 2020)",parenthetical,Brousselle & Buregeya,2018,False,,,,,pilot_inputs/sources_pdf/Brousselle_2018.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,a2cf470d,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",False,True,False,"(e.g., Brousselle & Buregeya, 2018; Patton, 2020)",parenthetical,Patton,2020,False,,,,,pilot_inputs/sources_pdf/Patton_2020.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,f33e6128,"Many theories presume that evaluations are available at the right moment to inform decisions, yet Fowler (2020) and others have shown that evaluation findings often miss policy windows or emerge after key decisions have already been made.",False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,7ca3d447,"This trust is shaped by interpersonal relationships, institutional histories, and sociopolitical dynamics (Raymaekers et al., 2025).",False,True,False,"(Raymaekers et al., 2025)",parenthetical,Raymaekers et al.,2025,False,,,,,pilot_inputs/sources_pdf/Raymaekers_2025.pdf,High,Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Underlying Assumptions of Theories of Change Linking Evidence and Decision-Making
3_2,unknown,22598217,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Contextual Influences on Evidence Uptake and Use,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Contextual Influences on Evidence Uptake and Use
3_2,unknown,4703c270,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Contextual Influences on Evidence Uptake and Use,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Contextual Influences on Evidence Uptake and Use
3_2,unknown,3d729977,"Institutions with embedded evaluation cultures, formal learning mechanisms, and dedicated knowledge infrastructure are more likely to use evidence (Christie & Lemire, 2019).",False,True,False,"(Christie & Lemire, 2019)",parenthetical,Christie & Lemire,2019,False,,,,,pilot_inputs/sources_pdf/Christie_2019.pdf,High,Contextual Influences on Evidence Uptake and Use,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Contextual Influences on Evidence Uptake and Use
3_2,unknown,8876dfec,"Senior officials who value evaluation and model its use can create an enabling environment for evidence uptake (Clark et al., 2024).",False,True,False,"(Clark et al., 2024)",parenthetical,Clark et al.,2024,False,,,,,pilot_inputs/sources_pdf/Clark_2024.pdf,High,Contextual Influences on Evidence Uptake and Use,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Contextual Influences on Evidence Uptake and Use
3_2,unknown,9f1ce389,"As Fowler (2020) explains, evidence is most likely to be used when problem recognition, political will, and policy solutions align – a confluence described by the Multiple Streams Framework.",False,True,False,Fowler (2020),narrative,Fowler,2020,False,,,,,pilot_inputs/sources_pdf/Fowler_2020.pdf,High,Contextual Influences on Evidence Uptake and Use,2,"What are the primary theories of change linking individual evidence-generating activities (e.g., an evaluation) to specific policy and/or programmatic decisions?",Contextual Influences on Evidence Uptake and Use
3_3,unknown,61fa1874,"Instrumental use, as described by Herbert (2014), involves the direct application of research findings to shape specific policies or programs, such as when evaluation results lead to immediate programmatic adjustments.",False,True,True,Herbert (2014),narrative,Herbert,2014,False,,,,,pilot_inputs/sources_pdf/Herbert_2014.pdf,High,Overview of Evidence Influence,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Overview of Evidence Influence
3_3,unknown,ae982f06,"Siar (2023) builds on this with the Results Chain Approach, proposing indicators like the number of policymaker inquiries or legislative references, which can be tallied over time to map a trajectory from research dissemination to policy adoption.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Methodologies and Measures for Assessment,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Methodologies and Measures for Assessment
3_3,unknown,0ccb3700,"Herbert (2014) champions case studies as a primary method, arguing that retrospective analysis of specific evaluations can uncover both instrumental and process use.",False,True,False,Herbert (2014),narrative,Herbert,2014,False,,,,,pilot_inputs/sources_pdf/Herbert_2014.pdf,High,Methodologies and Measures for Assessment,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Methodologies and Measures for Assessment
3_3,unknown,2d93d545,"Process tracing, highlighted by Williams & Lewis (2021) and Nduku et al.",False,True,False,Williams & Lewis (2021),narrative,Williams & Lewis,2021,False,,,,,pilot_inputs/sources_pdf/Williams_2021.pdf,High,Methodologies and Measures for Assessment,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Methodologies and Measures for Assessment
3_3,unknown,130143e7,"Siar’s (2023) Influencing Approach exemplifies this, using the RAPID Outcome Assessment – combining document reviews, stakeholder workshops, and follow-up interviews – to evaluate five types of change: attitudinal, behavioral, procedural, policy content, and discursive.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,,,High,Methodologies and Measures for Assessment,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Methodologies and Measures for Assessment
3_3,unknown,1abb15f4,"Their precision and scalability make them valuable for comparative analyses, as seen in Siar’s (2023) Results Chain, which tracks inputs to impacts across projects.",False,True,False,Siar’s (2023),narrative,Siar’s,2023,False,,,,,,High,Methodologies and Measures for Assessment,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Methodologies and Measures for Assessment
3_3,unknown,f80b1b78,"Siar (2023) further enriches this narrative with three frameworks – Pyramid, Influencing, and Results Chain – applied across various policy domains.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Case Studies or Examples,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Case Studies or Examples
3_3,unknown,bce4c8fa,"Herbert (2014) similarly notes methodological fragmentation in evaluation research, with studies employing varied definitions of influence, from citations to attitudinal shifts, complicating synthesis.",False,True,False,Herbert (2014),narrative,Herbert,2014,False,,,,,pilot_inputs/sources_pdf/Herbert_2014.pdf,High,Challenges and Limitations,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Challenges and Limitations
3_3,unknown,035bdae7,"Williams & Lewis (2021) reinforce this, noting that impact often results from cumulative knowledge rather than isolated studies, making it difficult to isolate a specific evaluation’s role.",False,True,False,Williams & Lewis (2021),narrative,Williams & Lewis,2021,False,,,,,pilot_inputs/sources_pdf/Williams_2021.pdf,High,Challenges and Limitations,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Challenges and Limitations
3_3,unknown,075ba4cf,"Siar (2023) concurs, emphasizing that policymaking’s non-linear nature, driven by diverse actors and interests, confounds efforts to attribute change directly to research, especially when evidence is one of many influences shaping a decision.",False,True,False,Siar (2023),narrative,Siar,2023,False,,,,,pilot_inputs/sources_pdf/Siar_2023.pdf,High,Challenges and Limitations,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Challenges and Limitations
3_3,unknown,ad7e7fe4,"Oliver & Cairney (2019) extend this critique, noting that power dynamics and institutional constraints can sideline evidence, particularly when it conflicts with dominant agendas.",False,True,False,Oliver & Cairney (2019),narrative,Oliver & Cairney,2019,False,,,,,pilot_inputs/sources_pdf/Oliver_2019.pdf,High,Challenges and Limitations,2,"What are the key measures or approaches used to assess whether and to what extent a specific source of evidence (e.g., an evaluation) influenced policy and/or programmatic decision-making?",Challenges and Limitations
3_4,unknown,3303aa52,South Africa: Reflections on Evidence Use by Paine Cronin and Sadan (2015).,False,True,False,Cronin and Sadan (2015),narrative,Cronin and Sadan,2015,False,,,,,pilot_inputs/sources_pdf/Paine Cronin_2015.pdf,High,South Africa: Landscape Review and Capacity-Building (Stewart et al. 2018).,3,"What is the empirical evidence linking evidence-generating activities (e.g., an evaluation) to uptake and use to inform specific policy and/or programmatic decisions?",South Africa: Landscape Review and Capacity-Building (Stewart et al. 2018).
3_4,unknown,2d271415,Multi-Country Synthesis by Fussy (2022) and Nelson et al.,False,True,False,Fussy (2022),narrative,Fussy,2022,False,,,,,pilot_inputs/sources_pdf/Fussy_2022.pdf,High,Introduction,2,"What is the empirical evidence linking evidence-generating activities (e.g., an evaluation) to uptake and use to inform specific policy and/or programmatic decisions?",Introduction
