review_id,section,claim_id,claim_text,citation_author,citation_year,source_pdf_path,verdict,rationale,evidence_span,required_fix,risk_flags,page_anchor,proposed_rewrite,rewrite_notes,rewrite_flags
3_1,unknown,88a0130c,"Similarly, Newman (2020) argues that public administration must contend with multiple, often conflicting logics – including electoral incentives, ideological commitments, and bureaucratic constraints – that limit the influence of even the most robust evidence.",Newman,2020,pilot_inputs/sources_pdf/Newman_2020.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Newman (2020) do not mention multiple, conflicting logics such as electoral incentives, ideological commitments, and bureaucratic constraints limiting the influence of evidence. The excerpts focus on the challenges of evidence-based policy, such as the subjectivity of evidence and the political nature of policy, but do not align with the specific claim made in the review.",pp. 3-7,"Revise the claim to align with the actual content of Newman (2020), focusing on the challenges of evidence-based policy as discussed in the source.",insufficient_evidence,,,,
3_1,unknown,cad970f9,"Tourish (2013) criticizes EBMgt for importing the epistemological assumptions of medicine into management, ignoring the contextual and contested nature of organizational life.",Tourish,2013,pilot_inputs/sources_pdf/Tourish_2013.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of Tourish's critique of EBMgt, which is described as enforcing a positivist paradigm and ignoring the complex, power-saturated contexts of organizational life. Tourish suggests that EBMgt privileges managerial perspectives, which aligns with the claim about importing epistemological assumptions from medicine.","pp. 3-4, 8-9",none,page_mismatch,,,,
3_1,unknown,c1cf15b3,"Martelli and Hayirli (2018) build on this critique by challenging the dominance of hierarchical evidence models in management, advocating instead for fit and variety perspectives that better capture the diverse and situated knowledge used by practitioners.",Martelli and Hayirli,2018,pilot_inputs/sources_pdf/Martelli_2018.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is supported by the source, which discusses the limitations of hierarchical evidence models and advocates for a variety perspective to better capture diverse knowledge in management. The source emphasizes the importance of variety over rank or fit in evidence-based management.","pp. 2, 12",none,,,,,
3_1,unknown,5cc46fa4,Bundi and Pattyn (2022) show that public attitudes toward EIDM vary significantly across six Western democracies.,Bundi and Pattyn,2022,pilot_inputs/sources_pdf/Bundi_2016.pdf,UNSUPPORTED_FAIL,"The provided excerpts do not mention public attitudes toward EIDM across six Western democracies, nor do they discuss any comparative analysis of such attitudes.",pp. 4-17,Replace the citation with a source that discusses public attitudes toward EIDM across six Western democracies.,page_mismatch;insufficient_evidence,,,,
3_1,unknown,715c6b2b,"Stewart, Dayal, and Langer (2017) trace the evolution of EIDM discourse over a 15-year period, noting how shifting terminology (e.g., from “research uptake” to “knowledge translation”) reflects broader debates about whose knowledge counts.",Langer,2017,pilot_inputs/sources_pdf/Langer_2016.pdf,UNSUPPORTED_FAIL,The provided excerpts do not mention the evolution of EIDM discourse over a 15-year period or the shift in terminology from 'research uptake' to 'knowledge translation'.,The excerpts do not contain any discussion on the evolution of EIDM discourse or terminology shifts.,Include a source that discusses the evolution of EIDM discourse and terminology shifts over a 15-year period.,insufficient_evidence,,,,
3_1,unknown,8bcba71d,"Parkhurst (2017) argues that evidence use is not just a function of supply or demand but of institutional design – who has the authority to define what constitutes legitimate evidence, which advisory bodies are empowered, and how processes ensure transparency and accountability.",Parkhurst,2017,pilot_inputs/sources_pdf/Parkhurst_2017.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the importance of institutional design in evidence use, including who defines legitimate evidence, the empowerment of advisory bodies, and ensuring transparency and accountability.","pp. 158-159, 27",none,,,,,
3_2,unknown,d7e26fd1,Patton (2020) frames this theory around the idea of intentionality.,Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,UNSUPPORTED_FAIL,The provided excerpts from Patton (2020) do not mention or frame any theory around the idea of intentionality. The excerpts discuss various theories related to evaluation use but do not specifically address intentionality.,pp. 13-18,"The review author should provide a specific excerpt or page reference from Patton (2020) that discusses intentionality, or revise the claim to align with the content of the provided excerpts.",insufficient_evidence,,,,
3_2,unknown,abb2550d,King and Alkin (2018) revisit and synthesize earlier models to articulate the Pattern Theory of Evaluation Use.,King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,UNSUPPORTED_FAIL,The provided excerpts do not mention King and Alkin (2018) revisiting and synthesizing earlier models to articulate the Pattern Theory of Evaluation Use. There is no direct or indirect reference to such a synthesis or articulation in the excerpts.,pp. 5-16,Clarify the source of the Pattern Theory of Evaluation Use or provide additional excerpts that support the claim.,insufficient_evidence,,,,
3_2,unknown,9385f17d,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",Ottoson and Martinez,2010,pilot_inputs/sources_pdf/Ottoson_2009.pdf,UNSUPPORTED_FAIL,The provided excerpts from Ottoson (2009) do not mention the Ecological Model of Evaluation Use or its inspiration from ecological systems theory. There is no evidence in the excerpts to support the claim.,"pp. 6, 12, 14",Verify the correct source and page numbers for the claim about the Ecological Model of Evaluation Use and its inspiration from ecological systems theory.,page_mismatch;insufficient_evidence,,,,
3_2,unknown,9df13d10,"The Ecological Model of Evaluation Use, articulated by Ottoson and Martinez (2010) and discussed by King and Alkin (2018), draws inspiration from ecological systems theory.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,FAITHFUL_PARAPHRASE_PASS,"The source excerpts indicate that Ottoson and Martinez's ecological model is based on a case study and involves multiple ecosystems or contexts of evaluation use, which aligns with the inspiration from ecological systems theory. This supports the claim that the model draws inspiration from ecological systems theory.","pp. 12, 21",none,secondary_citation,,,,
3_2,unknown,2.10E+75,Siar (2023) presents the Pyramid Model and the Results Chain as two approaches to mapping how evidence might influence different stakeholders.,Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim accurately reflects the content of the source, which describes the Pyramid Model and the Results Chain as approaches to measuring policy influence, focusing on how evidence impacts stakeholders.",pp. 13,none,,13,,,
3_2,unknown,343f59d5,"While some critics argue it may oversimplify how evidence influences policy, Siar (2023) specifically adapts the Results Chain to conceptualize the evidence-to-policy process, proposing possible indicators (such as the number of policymaker inquiries, legislative references, or frequency of research cited in government briefings) to measure whether and how evidence travels through each link in the chain.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source material. Siar (2023) discusses adapting the Results Chain to conceptualize the evidence-to-policy process and suggests metrics like citations in policy documents and briefings for policymakers to measure impact, aligning with the claim's mention of indicators such as policymaker inquiries and legislative references.",pp. 6: 'Among the recommended metrics to measure impact are citation of a research article in a policy document or speech... briefings for policymakers and other forms of direct interaction between the researcher and the policymaker.',none,page_mismatch,,,,
3_2,unknown,298a3839,"Within this context, policy change occurs when three semi-independent “streams” – problems, policies, and politics – are coupled during a fleeting policy window by strategic actors known as policy entrepreneurs (Fowler, 2020).",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,UNSUPPORTED_FAIL,The provided excerpts do not mention the concept of 'policy entrepreneurs' or the coupling of streams during a 'policy window' as described in the claim. The excerpts focus on the multiple streams framework and its application to policy processes but do not support the specific details of the claim.,pp. 1-2,The review should either provide a correct citation that supports the claim about policy entrepreneurs and policy windows or revise the claim to align with the content of the cited source.,insufficient_evidence,,,,
3_2,unknown,92e52102,"This coupling does not guarantee success but significantly increases the likelihood of change (Herweg, Zahariadis, & Zohlnhöfe, 2018; Fowler, 2020).",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that coupling does not guarantee success but significantly increases the likelihood of change is supported by the source, which states that policy adoption is much more likely when politics, problems, and policies are coupled together during policy windows.","pp. 3: 'Although this does not guarantee success, policy adoption is much more likely when this occurs.'",none,secondary_citation,,,,
3_2,unknown,8.66E+07,Fowler (2020) reconceptualizes implementation not merely as a follow-on step but as an interdependent process where ambiguity persists.,Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which describes policy implementation as an interdependent process with policymaking, where ambiguity persists in the environment of policy implementers.","pp. 1, 21",none,page_mismatch,,,,
3_2,unknown,4cbf66dc,Fowler (2020) advances the theory by modeling policy adoption and implementation as linked yet distinct subprocesses within a broader policy system.,Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that Fowler (2020) models policy adoption and implementation as linked yet distinct subprocesses is supported by the source. The excerpts describe policy adoption and implementation as subprocesses within a larger policy system, with separate but linked outputs, aligning with the claim.","pp. 5-6: 'systems and processes are nested, with policymaking and policy implementation existing in organized interdependent layers... these two components are essentially subprocesses... there are separate outputs for policy adoption and implementation that are linked together.'",none,,,,,
3_2,unknown,ad10594d,"Instrumental use refers to the direct application of evaluation findings to alter or inform decisions – such as continuing, modifying, scaling, or discontinuing a program (Johnson, 1998).",Johnson,1998,pilot_inputs/sources_pdf/Johnson_1998.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim accurately paraphrases the concept of instrumental use as described in the source, which refers to using evaluation findings as a basis for action, including making direct decisions about changing programs.","pp. 1: 'Instrumental use... refers to using evaluation findings as a basis for action. It refers to concrete use, to behavior or action, or to ‘making direct decisions about changing programs based on'",none,page_mismatch,,,,
3_2,unknown,ec7c11a1,"This form of influence is prominent in theories such as the Integrated Theory of Evaluation Influence (Kirkhart, 2000) and is particularly salient in long-term policy learning processes.",Kirkhart,2000,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the Integrated Theory of Evaluation Influence and its relevance to understanding long-term evaluation impact, which aligns with long-term policy learning processes.",pp. 1-16,none,page_mismatch,,,,
3_2,unknown,5e134d71,"Process use refers to learning, attitude shifts, or behavioral changes that occur as a result of participating in the evaluation process itself (Patton, 2020).",Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,UNSUPPORTED_FAIL,"The provided excerpts do not contain any information about 'process use' as defined in the claim. There is no mention of learning, attitude shifts, or behavioral changes resulting from participating in the evaluation process itself.",pp. 4-14,The review author should provide a correct citation or remove the claim if it cannot be supported by the source.,insufficient_evidence,,,,
3_2,unknown,54b4de39,"Symbolic use occurs when evaluations are used to legitimize pre-determined decisions, demonstrate accountability, or fulfill procedural requirements (Mark & Henry, 2004).",Mark & Henry,2004,pilot_inputs/sources_pdf/Mark_2004.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim accurately reflects the concept of symbolic use as described in the source, which mentions using evaluation to justify pre-existing positions or to appear rational and accountable.",pp. 3,none,,,,,
3_2,unknown,e11f2b85,"This form of influence is particularly relevant in adversarial or politically charged policy contexts, where actors selectively use evidence to support their positions or to shift policy narratives (Siar, 2023).",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,UNSUPPORTED_FAIL,"The provided excerpts do not mention actors selectively using evidence to support their positions or to shift policy narratives in adversarial or politically charged contexts. The excerpts discuss the influence of research on policy and the interaction between researchers and policymakers, but not the selective use of evidence in adversarial contexts.",pp. 1-13,Include a citation or excerpt that specifically discusses the selective use of evidence in adversarial or politically charged policy contexts.,insufficient_evidence,,,,
3_2,unknown,be3afa0c,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",Mark & Henry,2004,pilot_inputs/sources_pdf/Mark_2004.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that the Schematic Theory of Evaluation Influence disaggregates mechanisms across three levels is supported by the source, which describes a framework identifying three levels of analysis: individual, interpersonal, and collective.",pp. 2,none,page_mismatch,,,,
3_2,unknown,b16d5a5a,"The Schematic Theory of Evaluation Influence (Mark & Henry, 2004), as referenced in King & Alkin (2018), further disaggregates these mechanisms across three levels.",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,UNSUPPORTED_FAIL,The provided excerpts do not mention the Schematic Theory of Evaluation Influence disaggregating mechanisms across three levels. The excerpts discuss the concept of evaluation influence and its broader implications but do not provide specific details about levels of mechanisms.,"pp. 14, 21",Clarify the claim with specific details from the source or remove the claim if it cannot be substantiated.,insufficient_evidence,,,,
3_2,unknown,616b867e,"Similarly, the COM-B framework (Clark et al., 2024) situates evidence use within a behavioral model, emphasizing the need for capability (skills), opportunity (institutional structures), and motivation (internal drivers) for influence to occur.",Clark et al.,2024,pilot_inputs/sources_pdf/Clark_2024.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim accurately paraphrases the COM-B framework as described in the source, which emphasizes capability, opportunity, and motivation as key influencers of behavior. The source details these components and their roles in behavior change, aligning with the claim's description.","pp. 2-3: 'Specifically, this model looks at capability (C), opportunity (O) and motivation (M) as three key influencers of behaviour (B).'",none,,,,,
3_2,unknown,3.96E+92,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",Kirkhart,2000,pilot_inputs/sources_pdf/Kirkhart_2000.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Kirkhart (2000) do not mention decision-making being influenced by ideology, institutional politics, or public pressure. The focus is on evaluation influence and its dimensions, not on the factors shaping decision-making.","pp. 1, 16-17",Remove the reference to Kirkhart (2000) in the claim or provide a correct citation that supports the statement about decision-making influences.,insufficient_evidence,,,,
3_2,unknown,475a4701,"In practice, as Kirkhart (2000) and Siar (2023) note, decision-making is shaped as much by ideology, institutional politics, and public pressure as by reasoned deliberation.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,UNSUPPORTED_FAIL,"The excerpts from Siar (2023) do not explicitly mention decision-making being shaped by ideology, institutional politics, and public pressure. The focus is more on the influence of lobbyists and the relationship dynamics with policymakers.",pp. 9,Revise the claim to accurately reflect the content of Siar (2023) or provide additional sources that support the claim.,insufficient_evidence,,,,
3_2,unknown,cd97dd90,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",Brousselle & Buregeya,2018,pilot_inputs/sources_pdf/Brousselle_2018.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Brousselle & Buregeya (2018) do not discuss the relationship between credibility and use, nor do they suggest that credibility alone does not guarantee use.",pp. 2-9,Remove the citation to Brousselle & Buregeya (2018) as it does not support the claim about credibility and use.,insufficient_evidence,,,,
3_2,unknown,c1782904,"However, multiple studies (e.g., Brousselle & Buregeya, 2018; Patton, 2020) suggest that credibility alone does not guarantee use.",Patton,2020,pilot_inputs/sources_pdf/Patton_2020.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Patton (2020) do not discuss the relationship between credibility and use, nor do they suggest that credibility alone does not guarantee use.","pp. 5, 11, 13-14, 17-18",Remove the citation to Patton (2020) or provide a correct citation that supports the claim about credibility and use.,insufficient_evidence,,,,
3_2,unknown,c24821be,"Many theories presume that evaluations are available at the right moment to inform decisions, yet Fowler (2020) and others have shown that evaluation findings often miss policy windows or emerge after key decisions have already been made.",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Fowler (2020) do not discuss evaluation findings missing policy windows or emerging after key decisions. The excerpts focus on policy processes, policy windows, and the integration of policy adoption and implementation, but do not address the timing of evaluation findings in relation to policy decisions.","pp. 8, 11-12, 15, 22",Remove the claim about evaluation findings missing policy windows or provide a correct citation that supports this claim.,insufficient_evidence,,,,
3_2,unknown,8255f3f2,"This trust is shaped by interpersonal relationships, institutional histories, and sociopolitical dynamics (Raymaekers et al., 2025).",Raymaekers et al.,2025,pilot_inputs/sources_pdf/Raymaekers_2025.pdf,UNSUPPORTED_FAIL,"The claim that trust is shaped by interpersonal relationships, institutional histories, and sociopolitical dynamics is not directly supported by the provided excerpts. The excerpts focus on evidence-informed policy making and organizational factors, but do not explicitly mention trust or the specific elements of interpersonal relationships, institutional histories, and sociopolitical dynamics.",pp. 2-9,Revise the claim to align with the focus on evidence-informed policy making and organizational factors as discussed in the source.,insufficient_evidence,,,,
3_2,unknown,427afd8c,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that Siar (2023) discusses ruling elites monopolizing knowledge production is supported by the source, which mentions that politics often dictate knowledge production and utilization, monopolized by ruling elites' dominant ideas and interests. This aligns with the review's paraphrase.",pp. 4,none,page_mismatch,,,,
3_2,unknown,8.78E+141,"Siar (2023) emphasizes how ruling elites may monopolize knowledge production, while King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that King and Alkin (2018) describe how entrenched interests resist evaluative insights that threaten the status quo is supported by the source. The excerpts mention that the use of evaluative results can threaten entrenched interests, which aligns with the claim.",pp. 7: 'Use of evaluative results can threaten entrenched interests',none,page_mismatch,,,,
3_2,unknown,c5b23126,"Institutions with embedded evaluation cultures, formal learning mechanisms, and dedicated knowledge infrastructure are more likely to use evidence (Christie & Lemire, 2019).",Christie & Lemire,2019,pilot_inputs/sources_pdf/Christie_2019.pdf,UNSUPPORTED_FAIL,"The provided excerpts do not mention institutions with embedded evaluation cultures, formal learning mechanisms, or dedicated knowledge infrastructure, nor do they discuss the likelihood of using evidence in such contexts.","pp. 2-3, 5-6, 12, 14",The review author should provide a more relevant citation or adjust the claim to align with the content of the cited source.,insufficient_evidence,,,,
3_2,unknown,57223dce,"Senior officials who value evaluation and model its use can create an enabling environment for evidence uptake (Clark et al., 2024).",Clark et al.,2024,pilot_inputs/sources_pdf/Clark_2024.pdf,UNSUPPORTED_FAIL,The provided excerpts do not explicitly state that senior officials who value evaluation and model its use can create an enabling environment for evidence uptake. The excerpts discuss various factors and strategies for evidence-based decision-making but do not directly support the claim about senior officials' roles.,"pp. 17-19, 29, 31",The review should either provide a direct quote from the source that supports the claim or revise the claim to align with the evidence provided in the source.,insufficient_evidence,,,,
3_2,unknown,9ee56d1c,"As Fowler (2020) explains, evidence is most likely to be used when problem recognition, political will, and policy solutions align – a confluence described by the Multiple Streams Framework.",Fowler,2020,pilot_inputs/sources_pdf/Fowler_2020.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the Multiple Streams Framework as described in the source, which states that policy adoption is more likely when politics, problems, and policies align, and that policy windows open when these streams come together.","pp. 3, 21-22",none,page_mismatch,,,,
3_3,unknown,1a97e5c0,"Instrumental use, as described by Herbert (2014), involves the direct application of research findings to shape specific policies or programs, such as when evaluation results lead to immediate programmatic adjustments.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,UNSUPPORTED_FAIL,The provided excerpts from Herbert (2014) do not mention 'instrumental use' or describe the direct application of research findings to shape specific policies or programs. The claim is not supported by the cited source excerpts.,"pp. 2-4, 18-19",Include a relevant excerpt from Herbert (2014) that specifically discusses instrumental use and its application to policies or programs.,insufficient_evidence;ambiguous_citation,,,,
3_3,unknown,48ee7447,"Siar (2023) builds on this with the Results Chain Approach, proposing indicators like the number of policymaker inquiries or legislative references, which can be tallied over time to map a trajectory from research dissemination to policy adoption.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the Results Chain approach and mentions indicators like inquiries from public officials and quotes in legislative sessions as ways to track policy influence. This aligns with the claim's mention of indicators such as policymaker inquiries and legislative references.",pp. 12,none,page_mismatch,,,,
3_3,unknown,04cb7bd7,"Herbert (2014) champions case studies as a primary method, arguing that retrospective analysis of specific evaluations can uncover both instrumental and process use.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,UNSUPPORTED_FAIL,The provided excerpts do not contain any mention of Herbert (2014) championing case studies as a primary method or discussing retrospective analysis uncovering instrumental and process use. The excerpts focus on evaluation influence and various studies but do not support the specific claim made.,pp. 15-19,"Review the source to find the correct section where Herbert discusses case studies and retrospective analysis, or adjust the claim to align with the content of the provided excerpts.",insufficient_evidence;page_mismatch,,,,
3_3,unknown,3197964a,"Process tracing, highlighted by Williams & Lewis (2021) and Nduku et al.",Williams & Lewis,2021,pilot_inputs/sources_pdf/Williams_2021.pdf,UNSUPPORTED_FAIL,The provided excerpts from Williams & Lewis (2021) do not mention 'process tracing' or discuss it in any context. The claim is not supported by the cited source.,pp. 1-5,"Remove the reference to Williams & Lewis (2021) in relation to process tracing, or provide a correct source that discusses it.",insufficient_evidence,,,,
3_3,unknown,ca1c62ca,"Siar (2023) further enriches this narrative with three frameworks – Pyramid, Influencing, and Results Chain – applied across various policy domains.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim that Siar (2023) discusses three frameworks—Pyramid, Influencing, and Results Chain—applied across various policy domains is supported by the source. The source describes these frameworks as approaches to measure policy influence, detailing their characteristics and applications.",pp. 13,none,,,,,
3_3,unknown,e51eef54,"Herbert (2014) similarly notes methodological fragmentation in evaluation research, with studies employing varied definitions of influence, from citations to attitudinal shifts, complicating synthesis.",Herbert,2014,pilot_inputs/sources_pdf/Herbert_2014.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is supported by the source, which discusses the methodological fragmentation in evaluation research, noting varied definitions of influence, including citations and attitudinal shifts, complicating synthesis.","pp. 24-25: 'Within the evaluation influence literature, there was also a body of research drawing on citation analysis as an approach to assessing the influence of an evaluation...simplifying the understanding of what constitutes influence.'",none,page_mismatch,,,,
3_3,unknown,db853657,"Williams & Lewis (2021) reinforce this, noting that impact often results from cumulative knowledge rather than isolated studies, making it difficult to isolate a specific evaluation’s role.",Williams & Lewis,2021,pilot_inputs/sources_pdf/Williams_2021.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the complexity of attributing research impact to single studies and the cumulative nature of knowledge contributing to impact.","pp. 3-4: 'Impact can rarely be attributed to a single research project or output, but, rather, typically arises from a body of knowledge that contains many threads from multiple research projects.'",none,page_mismatch,,,,
3_3,unknown,972558ec,"Siar (2023) concurs, emphasizing that policymaking’s non-linear nature, driven by diverse actors and interests, confounds efforts to attribute change directly to research, especially when evidence is one of many influences shaping a decision.",Siar,2023,pilot_inputs/sources_pdf/Siar_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the complex and non-linear nature of policymaking influenced by various actors and interests, making it difficult to attribute changes directly to research. The source mentions the involvement of indirect actors and the diverse influences on policymakers.",pp. 5-6,none,page_mismatch,,,,
3_3,unknown,8f5ddc62,"Oliver & Cairney (2019) extend this critique, noting that power dynamics and institutional constraints can sideline evidence, particularly when it conflicts with dominant agendas.",Oliver & Cairney,2019,pilot_inputs/sources_pdf/Oliver_2019.pdf,UNSUPPORTED_FAIL,"The provided excerpts do not mention power dynamics or institutional constraints sidelining evidence, nor do they discuss conflicts with dominant agendas. The focus is on the challenges of defining and communicating evidence in policy contexts.",pp. 2-5,"Revise the claim to reflect the actual content of the source, focusing on the challenges of evidence communication and use in policy.",insufficient_evidence,,,,
3_4,unknown,2cb9bb24,South Africa: Reflections on Evidence Use by Paine Cronin and Sadan (2015).,Cronin and Sadan,2015,pilot_inputs/sources_pdf/Paine Cronin_2015.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim 'South Africa: Reflections on Evidence Use by Paine Cronin and Sadan (2015)' is a faithful paraphrase of the source, which discusses the use of evidence in policy making in South Africa, as explored by Paine Cronin and Sadan in their 2015 study.",pp. 1-5,none,page_mismatch,,,,
3_4,unknown,3620d6f7,Multi-Country Synthesis by Fussy (2022) and Nelson et al.,Fussy,2022,pilot_inputs/sources_pdf/Fussy_2022.pdf,UNSUPPORTED_FAIL,"The claim 'Multi-Country Synthesis by Fussy (2022) and Nelson et al.' is not supported by the provided excerpts. The excerpts discuss the use of research evidence in policymaking, but there is no mention of a multi-country synthesis or any reference to Nelson et al.",pp. 2-3,Clarify the claim or provide the correct source that supports the multi-country synthesis and mention of Nelson et al.,insufficient_evidence;ambiguous_citation,,,,
3_5,unknown,254cfd98,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Edwards et al.,2019,pilot_inputs/sources_pdf/Edwards_2019.pdf,UNSUPPORTED_FAIL,"The cited source discusses knowledge translation (KT) strategies in African health systems, including South Africa, but does not mention decision-making in public health specifically in South Africa. The claim about informing decision-making in South Africa is not directly supported by the provided excerpts.","pp. 1, 3, 10",Remove the reference to South Africa in the context of decision-making from the claim or provide a more relevant source that supports this specific context.,insufficient_evidence,,,,
3_5,unknown,2048c0a5,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Kelstrup & Jørgensen,2024,pilot_inputs/sources_pdf/Kelstrup_2024.pdf,UNSUPPORTED_FAIL,"The excerpts do not mention the use of evaluations and evidence in decision-making for employment policy in Denmark. The focus is on evidence standards and research utilization in Danish employment policy, but not specifically on how evaluations inform decision-making.","pp. 3, 5, 20",Remove the reference to employment policy in Denmark or provide a more specific citation that supports the claim.,insufficient_evidence,,,,
3_5,unknown,502cff3e,"Its purpose is to illuminate how evaluations and other evidence forms can inform decision-making across diverse settings, including public health in South Africa (Edwards et al., 2019), employment policy in Denmark (Kelstrup & Jørgensen, 2024), and municipal governance in Poland (Kupiec & Wrońska, 2024).",Kupiec & Wrońska,2024,pilot_inputs/sources_pdf/Kupiec_2024.pdf,FAITHFUL_PARAPHRASE_PASS,"The cited source discusses the use of evaluations in Polish municipal governance, which aligns with the claim that evaluations inform decision-making in municipal governance in Poland. The source details the context and motivations for evaluation practices in Polish municipalities.",pp. 5-7,none,,,,,
3_5,unknown,1bbdb2d6,"However, Alkin and King (2017) warn that poor technical quality – termed misevaluation – erodes credibility, leading to misuse when decision-makers exploit flawed findings.",Alkin and King,2017,pilot_inputs/sources_pdf/Alkin_2016.pdf,UNSUPPORTED_FAIL,"The provided excerpts from Alkin and King (2017) do not mention 'misevaluation' or discuss the erosion of credibility due to poor technical quality leading to misuse by decision-makers. The excerpts focus on the historical development of evaluation use and process use, without addressing the specific claim made in the review.",pp. 1-8,Review the source to find relevant content or adjust the claim to align with the provided excerpts.,page_mismatch;insufficient_evidence,,,,
3_5,unknown,9b5826aa,"(2018) recommend concise, audience-specific formats – e.g., infographics – that align with decision-makers’ needs, a tactic Aiyede (2023) applies via message boxes for Nigerian policymakers.",Aiyede,2023,pilot_inputs/sources_pdf/Aiyede_2023.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is a faithful paraphrase of the source, which discusses the use of message boxes to present research in concise, audience-specific formats for policymakers, aligning with their needs.",pp. 13,none,,,,,
3_5,unknown,98e2f2b6,"Stewart (2022) exemplifies this in South Africa, where policy-oriented reporting and co-produced syntheses, timed with SEIAS requirements, increased influence.",Stewart,2022,pilot_inputs/sources_pdf/Stewart_2022.pdf,FAITHFUL_PARAPHRASE_PASS,"The claim is supported by the source, which discusses the integration of evidence within the national policy framework and the SEIAS system in South Africa, highlighting the influence of policy-oriented reporting and co-produced syntheses on policy-making.",pp. 9: 'This technical and systems-level shift is reflected not only in decisions about individual policies... but also in systems for decisions across policies—as highlighted by how evidence is integrated within the national policy framework and the SEIAS system.',none,,,,,
